City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,kirakira,-10.4544,161.9205,27.87,84,100,1.95,SB,1714943492
367,pendleton,45.6721,-118.7886,8.78,88,100,12.86,US,1714943493
368,williamston,35.8546,-77.0555,26.99,85,94,2.77,US,1714943493
369,tsiombe,-25.3,45.4833,19.13,80,3,2.74,MG,1714943494
370,thunder bay,48.4001,-89.3168,16.45,36,57,3.91,CA,1714943494
371,tari,12.4086,4.4914,35.89,21,19,3.85,NG,1714943494
372,pahrump,36.2083,-115.9839,15.03,22,89,4.47,US,1714943229
373,egilsstadir,65.2653,-14.3948,10.62,50,100,2.62,IS,1714943495
374,glace bay,46.1969,-59.957,12.65,70,10,2.68,CA,1714943495
375,tehachapi,35.1322,-118.449,11.35,66,64,6.71,US,1714943350
376,kasongo,-4.45,26.6667,22.29,75,64,0.84,CD,1714943496
377,san mariano,7.5,126.0,22.43,81,73,1.02,PH,1714943496
378,nichinan,31.6,131.3667,20.06,92,100,4.96,JP,1714943496
379,pokhara,28.2333,83.9833,21.58,25,4,3.3,NP,1714943497
380,morehead city,34.7229,-76.726,26.01,76,0,4.63,US,1714943497
381,agadez,19.75,10.25,33.03,10,0,4.3,NE,1714943497
382,as sulayyil,20.4607,45.5779,30.14,49,0,5.6,SA,1714943498
383,muntok,-2.0667,105.1833,26.41,89,55,3.24,ID,1714943498
384,guerrero negro,27.9769,-114.0611,19.31,60,8,10.38,MX,1714943499
385,cu chi,10.9667,106.4667,28.37,79,100,2.04,VN,1714943499
386,kavieng,-2.5744,150.7967,28.14,77,99,0.59,PG,1714943499
387,xifeng,42.7372,124.7222,11.82,88,100,6.6,CN,1714943500
388,san kamphaeng,18.7449,99.1195,28.01,80,0,2.06,TH,1714943500
389,mazeikiai,56.3167,22.3333,9.87,93,98,3.13,LT,1714943500
390,pemangkat,1.1667,108.9667,25.66,89,67,2.39,ID,1714943501
391,voskresenskoye,56.8381,45.4317,1.93,97,100,4.54,RU,1714943501
392,aykhal,66.0,111.5,-10.67,98,49,2.18,RU,1714943501
393,port moresby,-9.4431,147.1797,25.15,90,73,3.67,PG,1714943502
394,bukittinggi,-0.3091,100.3706,19.45,96,23,0.46,ID,1714943502
395,halden,59.1226,11.3871,15.29,72,100,4.37,NO,1714943502
396,pimentel,-6.8367,-79.9342,24.16,64,0,9.26,PE,1714943503
397,broome,42.2506,-75.833,13.83,92,100,4.92,US,1714943503
398,pont rouge,48.8833,-72.0825,9.58,87,100,6.01,CA,1714943503
399,kailua-kona,19.6406,-155.9956,26.98,75,75,3.09,US,1714943504
400,zima,53.9202,102.0442,10.25,68,100,2.86,RU,1714943504
401,ippy,6.2679,21.2247,27.23,44,33,1.23,CF,1714943504
402,hami,42.8,93.45,24.48,6,89,7.84,CN,1714943505
403,sandnessjoen,66.0217,12.6316,8.06,53,0,3.09,NO,1714943249
404,buala,-8.145,159.5921,28.2,82,62,1.28,SB,1714943505
405,fada,9.5667,8.3,24.6,68,98,0.96,NG,1714943505
406,labytnangi,66.6572,66.4183,-14.79,91,51,2.76,RU,1714943506
407,holualoa,19.6228,-155.9522,24.91,74,75,3.09,US,1714943506
408,banda aceh,5.5577,95.3222,27.65,81,91,1.48,ID,1714943252
409,richfield,44.8833,-93.283,22.27,35,20,4.12,US,1714943358
410,lijiang,26.8688,100.2207,9.82,86,100,1.75,CN,1714943507
411,barkhan,29.8977,69.5256,23.65,32,0,4.02,PK,1714943508
412,remire-montjoly,4.9167,-52.2667,28.02,94,75,4.12,GF,1714943508
413,dalby,-27.1833,151.2667,16.39,81,11,2.56,AU,1714943509
414,letterkenny,54.95,-7.7333,12.94,95,94,1.2,IE,1714943509
415,idaho falls,43.4666,-112.0341,8.65,69,100,6.17,US,1714943509
416,san antonio de pale,-1.4014,5.6325,27.97,85,6,3.77,GQ,1714943510
417,bandarbeyla,9.4942,50.8122,28.45,84,40,3.27,SO,1714943510
418,neryungri,56.6709,124.6491,-6.01,88,43,1.55,RU,1714943510
419,arkalyk,50.2486,66.9114,6.08,47,9,2.67,KZ,1714943511
420,betio village,1.358,172.9211,28.82,72,98,4.94,KI,1714943511
421,yatou,37.15,122.3833,11.13,92,100,4.88,CN,1714943512
422,bethanie,-26.4833,17.15,20.37,28,0,1.58,NA,1714943512
423,solnechnyy,50.7214,136.6319,2.79,75,14,3.73,RU,1714943512
424,mejit,10.2753,170.8646,28.0,75,100,8.18,MH,1714943513
425,gilgit,35.9221,74.3087,14.74,55,75,1.48,PK,1714943513
426,san luis de la loma,17.2706,-100.8939,30.27,56,80,3.63,MX,1714943513
427,selibaby,15.159,-12.1829,36.8,9,0,2.12,MR,1714943514
428,urengoy,65.9667,78.3667,-3.22,96,100,6.32,RU,1714943514
429,magadan,59.5667,150.8,-0.26,89,24,1.73,RU,1714943514
430,berezovyy,51.6667,135.7,3.58,65,66,1.41,RU,1714943515
431,sursk,53.0754,45.6846,6.36,95,46,5.13,RU,1714943515
432,illizi,26.4833,8.4667,30.89,36,100,5.89,DZ,1714943515
433,timbuktu,16.7735,-3.0074,36.93,10,56,6.46,ML,1714943516
434,el porvenir,13.7617,-87.3458,33.63,47,56,3.64,HN,1714943516
435,settat,33.0007,-7.6204,15.9,88,100,5.52,MA,1714943516
436,ribeira grande,38.5167,-28.7,18.76,90,100,8.49,PT,1714943517
437,guadalupe y calvo,26.1,-106.9667,24.26,8,8,6.5,MX,1714943517
438,hinton,53.4001,-117.5857,14.64,40,96,3.67,CA,1714943517
439,chesma,53.8111,60.6533,2.03,51,2,3.18,RU,1714943518
440,sept-iles,50.2001,-66.3821,7.81,69,96,2.24,CA,1714943518
441,guatrache,-37.6678,-63.5302,15.18,47,100,4.16,AR,1714943518
442,poronaysk,49.2167,143.1167,0.31,99,100,3.45,RU,1714943519
443,karratha,-20.7377,116.8463,22.74,43,0,3.82,AU,1714943269
444,tofol,5.3248,163.0078,28.18,80,83,7.34,FM,1714943519
445,conception bay south,47.4999,-52.9981,5.25,77,32,2.72,CA,1714943520
446,delijan,33.9905,50.6838,19.17,32,100,1.9,IR,1714943520
447,zhanga buqtyrma,49.6295,83.5248,15.62,77,100,0.81,KZ,1714943520
448,motygino,58.1831,94.7592,11.55,80,100,2.24,RU,1714943521
449,palikir - national government center,6.9248,158.1611,27.41,89,100,2.06,FM,1714943521
450,braniewo,54.3797,19.8196,11.56,97,100,4.41,PL,1714943521
451,kone,-21.0595,164.8658,22.38,68,41,1.34,NC,1714943522
452,leh,34.1667,77.5833,-3.65,66,14,2.45,IN,1714943522
453,lauro de freitas,-12.8944,-38.3272,26.01,89,75,2.06,BR,1714943522
454,puerto santa,-8.9906,-78.6456,21.07,82,27,4.71,PE,1714943523
455,i-n-salah,27.1935,2.4607,32.22,9,0,9.69,DZ,1714943523
456,karasuk,53.7377,78.0403,4.82,54,71,4.28,RU,1714943523
457,manaure,11.7751,-72.4445,30.79,65,100,4.52,CO,1714943524
458,sarupathar,26.1984,93.8094,19.05,92,94,1.91,IN,1714943524
459,altamont,42.2068,-121.7372,5.91,64,100,8.75,US,1714943524
460,maracacume,-2.0428,-45.9592,25.31,94,92,1.94,BR,1714943525
461,afaahiti,-17.75,-149.2833,29.93,84,22,9.39,PF,1714943525
462,ta`u,-14.2336,-169.5144,28.51,78,100,4.7,AS,1714943525
463,suva,-18.1416,178.4415,26.71,94,75,4.12,FJ,1714943526
464,sechura,-5.5569,-80.8222,26.72,59,82,6.16,PE,1714943526
465,young,-32.6833,-57.6333,20.38,83,85,2.76,UY,1714943459
466,zabaykal'sk,49.6333,117.3167,8.68,40,99,1.78,RU,1714943527
467,saurikh,27.029,79.4896,32.76,20,39,2.96,IN,1714943527
468,qamdo,31.1667,97.2333,1.59,79,52,0.99,CN,1714943243
469,shihezi,44.3,86.0333,23.41,19,96,3.43,CN,1714943527
470,tidjikja,18.5564,-11.4271,33.78,10,0,4.54,MR,1714943259
471,ghat,24.9647,10.1728,25.72,42,100,6.8,LY,1714943528
472,kerrville,30.0474,-99.1403,25.51,84,75,4.12,US,1714943303
473,papao,-17.75,-149.55,30.82,80,0,9.67,PF,1714943270
474,ad dawadimi,24.5077,44.3924,26.64,21,1,4.38,SA,1714943529
475,mundri,-6.9558,111.71,22.05,86,83,0.86,ID,1714943529
476,comodoro rivadavia,-45.8667,-67.5,9.22,31,29,6.99,AR,1714943530
477,gizo,-8.103,156.8419,28.34,78,56,1.27,SB,1714943530
478,krasnyy chikoy,50.3643,108.7512,5.56,94,4,1.02,RU,1714943530
479,laojunmiao,39.8333,97.7333,13.38,13,100,8.09,CN,1714943530
480,puerto cabezas,14.0351,-83.3888,31.54,55,0,4.29,NI,1714943531
481,dogondoutchi,13.6393,4.0287,37.75,17,98,3.15,NE,1714943531
482,dalandzadgad,43.5708,104.425,12.75,40,10,3.41,MN,1714943532
483,kudahuvadhoo,2.6708,72.8944,29.48,75,100,5.96,MV,1714943532
484,greenville,35.6127,-77.3663,27.01,94,100,9.26,US,1714943532
485,kuvshinovo,57.0295,34.1725,-0.14,94,12,1.33,RU,1714943533
486,griffith,41.5284,-87.4237,21.28,68,0,5.14,US,1714943533
487,toamasina,-18.1667,49.3833,23.19,82,91,3.81,MG,1714943533
488,yeed,4.55,43.0333,26.79,75,100,4.67,SO,1714943534
489,jertih,5.7336,102.4897,25.98,91,77,1.46,MY,1714943534
490,saudarkrokur,65.7461,-19.6394,6.21,70,100,3.99,IS,1714943534
491,vernon,50.2581,-119.2691,22.64,33,100,1.93,CA,1714943405
492,nabire,-3.3667,135.4833,24.52,92,100,1.31,ID,1714943483
493,salekhard,66.53,66.6019,-14.78,91,59,2.68,RU,1714943535
494,nikolayevsk-on-amure,53.1406,140.73,0.68,71,16,1.79,RU,1714943536
495,henderson,36.0397,-114.9819,18.51,26,40,12.86,US,1714943514
496,nuuk,64.1835,-51.7216,-2.66,59,20,6.17,GL,1714943536
497,bel ombre,-4.6167,55.4167,28.84,77,100,3.88,SC,1714943536
498,khanty-mansiysk,61.0042,69.0019,-1.94,59,0,2.0,RU,1714943537
499,pasighat,28.0667,95.3333,20.33,68,95,2.04,IN,1714943537
500,praia da vitoria,38.7333,-27.0667,17.17,86,100,4.02,PT,1714943537
501,island harbour,50.724,-1.2758,12.18,78,12,1.42,GB,1714943538
502,happy valley-goose bay,53.3168,-60.3315,15.06,58,100,4.38,CA,1714943538
503,constitucion,-35.3333,-72.4167,12.41,65,100,3.87,CL,1714943446
504,sorong,-0.8833,131.25,26.04,86,100,1.93,ID,1714943539
505,ponta delgada,37.7333,-25.6667,18.44,88,20,2.57,PT,1714943539
506,joshimath,30.5667,79.5667,10.59,51,0,4.39,IN,1714943539
507,severo-yeniseyskiy,60.3725,93.0408,1.99,100,100,1.79,RU,1714943540
508,zaysan,47.4667,84.8667,18.16,54,77,6.0,KZ,1714943540
509,aldinga beach,-35.2793,138.4604,14.26,89,0,4.55,AU,1714943540
510,bodo,67.28,14.405,7.1,63,0,7.2,NO,1714943541
511,whakatane,-37.9585,176.9854,13.21,92,47,1.79,NZ,1714943326
512,luwuk,-0.9516,122.7875,23.13,90,83,0.93,ID,1714943541
513,bereznik,62.8551,42.7072,-2.68,81,98,2.24,RU,1714943542
514,mont-dore,-22.2833,166.5833,23.33,99,25,2.15,NC,1714943542
515,catia la mar,10.6038,-67.0303,32.5,85,100,2.38,VE,1714943542
516,saint-felix-de-valois,46.1668,-73.4324,10.03,94,100,3.58,CA,1714943543
517,mirriah,13.7073,9.1501,32.93,18,1,2.88,NE,1714943543
518,kesan,40.8558,26.6303,8.75,74,0,1.28,TR,1714943543
519,greymouth,-42.4667,171.2,11.2,82,33,3.26,NZ,1714943354
520,tejen,37.3834,60.5054,21.81,46,0,3.93,TM,1714943544
521,galliano,29.4422,-90.2992,28.33,65,40,4.63,US,1714943544
522,cajamarca,-7.1638,-78.5003,23.04,43,40,4.12,PE,1714943545
523,hutchinson,38.0608,-97.9298,20.96,69,0,5.14,US,1714943545
524,el kala,36.8956,8.4433,18.37,58,5,3.14,DZ,1714943545
525,sao joao do piaui,-8.3581,-42.2467,32.09,37,85,4.77,BR,1714943546
526,kidal,18.4411,1.4078,34.41,20,49,3.69,ML,1714943546
527,barra,-11.0894,-43.1417,30.17,46,29,4.63,BR,1714943546
528,choibalsan,48.0667,114.5,9.42,34,98,2.54,MN,1714943547
529,north bend,43.4065,-124.2243,13.42,82,100,6.69,US,1714943547
530,dryden,49.7833,-92.7503,14.92,40,90,4.25,CA,1714943547
531,carinhanha,-14.3047,-43.765,29.44,44,66,3.76,BR,1714943547
532,yangshuo,24.7808,110.4897,19.84,92,85,0.44,CN,1714943548
533,nolinsk,57.5596,49.9363,4.07,96,100,5.02,RU,1714943548
534,puerto madero,14.7208,-92.4215,34.11,59,20,5.14,MX,1714943548
535,puerto armuelles,8.2833,-82.8667,30.99,72,95,0.45,PA,1714943549
536,shakiso,5.75,38.9167,15.8,98,100,1.77,ET,1714943549
537,angaur state,6.906,134.13,28.35,69,100,6.43,PW,1714943550
538,piterka,50.6803,47.4454,9.54,37,23,9.22,RU,1714943550
539,malangawa,26.8568,85.5581,26.75,43,26,10.17,NP,1714943550
540,kalach-na-donu,48.691,43.5264,8.53,44,3,4.74,RU,1714943551
541,pandan,14.0453,124.1694,26.33,84,22,3.56,PH,1714943551
542,san martin texmelucan de labastida,19.2833,-98.4333,28.92,20,40,4.63,MX,1714943551
543,manta,-0.95,-80.7333,28.88,74,40,3.6,EC,1714943552
544,kupang,-10.1667,123.5833,26.32,94,100,3.09,ID,1714943552
545,sangaria,29.8,74.45,29.82,25,0,1.94,IN,1714943552
546,popondetta,-8.7537,148.2534,24.11,95,86,1.01,PG,1714943553
547,la ronge,55.1001,-105.2842,9.49,49,100,3.43,CA,1714943553
548,mugia,43.1041,-9.2179,12.73,78,13,3.14,ES,1714943554
549,venafro,41.4834,14.0451,14.43,79,94,0.54,IT,1714943554
550,maile,-38.9466,-72.3727,7.35,87,86,2.5,CL,1714943554
551,usogorsk,63.4106,48.6872,-1.85,81,100,2.46,RU,1714943555
552,uvira,-3.4067,29.1458,23.14,83,29,1.21,CD,1714943555
553,selfoss,63.9331,-20.9971,4.47,60,12,6.71,IS,1714943555
554,shitanjing,39.2342,106.3439,12.33,55,0,1.45,CN,1714943556
555,arno,60.1167,18.6333,4.32,76,100,3.5,SE,1714943261
556,la sarre,48.8002,-79.1996,10.73,71,85,6.41,CA,1714943556
557,katoro,-3.0203,31.8958,18.08,91,98,2.13,TZ,1714943556
558,pacifica,37.6138,-122.4869,18.46,65,20,9.77,US,1714943557
559,ambovombe,-25.1667,46.0833,19.04,79,2,3.07,MG,1714943557
560,yongchuan,29.3514,105.8947,19.42,80,100,0.52,CN,1714943557
561,tondi,9.7333,79.0167,30.58,75,98,5.49,IN,1714943558
562,tshabong,-26.05,22.45,21.17,27,0,4.6,BW,1714943558
563,carolina beach,34.0352,-77.8936,26.04,84,90,5.84,US,1714943559
564,toulepleu guere,6.574,-8.4259,24.17,96,95,0.25,CI,1714943559
565,nelson bay,-32.7167,152.15,19.44,98,94,10.12,AU,1714943168
566,sao joao da barra,-21.6403,-41.0511,26.05,87,0,4.72,BR,1714943560
567,kapuskasing,49.4169,-82.4331,10.05,81,75,4.63,CA,1714943560
568,reserva,-24.6503,-50.8506,20.37,63,0,0.99,BR,1714943560
569,bei'an,24.5399,109.533,21.26,82,100,0.82,CN,1714943561
570,astara,38.5,48.6667,12.99,71,99,1.26,AZ,1714943561
571,pak phanang,8.3511,100.202,28.55,77,97,1.7,TH,1714943561
572,norden,53.6,7.2,10.99,87,3,2.97,DE,1714943562
573,wad medani,14.4012,33.5199,32.36,7,0,3.97,SD,1714943562
574,sambava,-14.2667,50.1667,23.36,84,8,4.56,MG,1714943562
575,gafsa,34.425,8.7842,21.5,40,19,3.27,TN,1714943562
